,airline,airline ID, source airport, source airport id, destination apirport, destination airport id, codeshare, stops, equipment,route_id,source_airport_icao,source_airport_name,source_airport_city,source_airport_country,source_airport_elevation,source_airport_lat,source_airport_lon,destination_airport_icao,destination_airport_name,destination_airport_city,destination_airport_country,destination_airport_elevation,destination_airport_lat,destination_airport_lon
2331,G3,1790,CWB,2545,GIG,2560,,0,73G 738,CWB-GIG,SBCT,Afonso Pena Airport,Curitiba,BR,2988.0,-25.5284996033,-49.1758003235,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2332,G3,1790,CWB,2545,GIG,2560,,0,73G 738,CWB-GIG,SBCT,Afonso Pena Airport,Curitiba,BR,2988.0,-25.5284996033,-49.1758003235,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2333,G3,1790,CWB,2545,GIG,2560,,0,73G 738,CWB-GIG,SBCT,Afonso Pena Airport,Curitiba,BR,2988.0,-25.5284996033,-49.1758003235,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2334,JJ,4867,CWB,2545,GIG,2560,,0,320,CWB-GIG,SBCT,Afonso Pena Airport,Curitiba,BR,2988.0,-25.5284996033,-49.1758003235,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2335,JJ,4867,CWB,2545,GIG,2560,,0,320,CWB-GIG,SBCT,Afonso Pena Airport,Curitiba,BR,2988.0,-25.5284996033,-49.1758003235,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2336,JJ,4867,CWB,2545,GIG,2560,,0,320,CWB-GIG,SBCT,Afonso Pena Airport,Curitiba,BR,2988.0,-25.5284996033,-49.1758003235,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2337,KL,3090,CWB,2545,GIG,2560,Y,0,73G,CWB-GIG,SBCT,Afonso Pena Airport,Curitiba,BR,2988.0,-25.5284996033,-49.1758003235,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2338,KL,3090,CWB,2545,GIG,2560,Y,0,73G,CWB-GIG,SBCT,Afonso Pena Airport,Curitiba,BR,2988.0,-25.5284996033,-49.1758003235,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2339,KL,3090,CWB,2545,GIG,2560,Y,0,73G,CWB-GIG,SBCT,Afonso Pena Airport,Curitiba,BR,2988.0,-25.5284996033,-49.1758003235,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2340,G3,1790,CXJ,2547,CGH,2618,,0,73G 738,CXJ-CGH,SBCX,Campo dos Bugres Airport,Caxias Do Sul,BR,2472.0,-29.1970996857,-51.1875,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2341,G3,1790,CZS,2549,RBR,2609,,0,73G,CZS-RBR,SBCZ,Cruzeiro do Sul Airport,Cruzeiro Do Sul,BR,637.0,-7.5999097824,-72.7695007324,SBRB,Placido de Castro Airport,Rio Branco,BR,633.0,-9.868888855,-67.8980560303
2342,G3,1790,FLN,2555,CGH,2618,,0,73G 738,FLN-CGH,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2343,G3,1790,FLN,2555,CGH,2618,,0,73G 738,FLN-CGH,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2344,G3,1790,FLN,2555,CGH,2618,,0,73G 738,FLN-CGH,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2345,JJ,4867,FLN,2555,CGH,2618,,0,320 319,FLN-CGH,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2346,JJ,4867,FLN,2555,CGH,2618,,0,320 319,FLN-CGH,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2347,JJ,4867,FLN,2555,CGH,2618,,0,320 319,FLN-CGH,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2348,O6,3764,FLN,2555,CGH,2618,,0,318 319,FLN-CGH,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2349,O6,3764,FLN,2555,CGH,2618,,0,318 319,FLN-CGH,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2350,O6,3764,FLN,2555,CGH,2618,,0,318 319,FLN-CGH,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2351,G3,1790,FLN,2555,EZE,3988,,0,738,FLN-EZE,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SAEZ,Ministro Pistarini International Airport,Ezeiza,AR,67.0,-34.8222,-58.5358
2352,G3,1790,FLN,2555,GIG,2560,,0,738,FLN-GIG,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2353,G3,1790,FLN,2555,GIG,2560,,0,738,FLN-GIG,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2354,G3,1790,FLN,2555,GIG,2560,,0,738,FLN-GIG,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2355,JJ,4867,FLN,2555,GIG,2560,,0,320,FLN-GIG,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2356,JJ,4867,FLN,2555,GIG,2560,,0,320,FLN-GIG,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2357,JJ,4867,FLN,2555,GIG,2560,,0,320,FLN-GIG,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2358,O6,3764,FLN,2555,GIG,2560,,0,318,FLN-GIG,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2359,O6,3764,FLN,2555,GIG,2560,,0,318,FLN-GIG,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2360,O6,3764,FLN,2555,GIG,2560,,0,318,FLN-GIG,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2361,G3,1790,FLN,2555,GRU,2564,,0,73G 738,FLN-GRU,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2362,G3,1790,FLN,2555,GRU,2564,,0,73G 738,FLN-GRU,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2363,G3,1790,FLN,2555,GRU,2564,,0,73G 738,FLN-GRU,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2364,JJ,4867,FLN,2555,GRU,2564,,0,320,FLN-GRU,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2365,JJ,4867,FLN,2555,GRU,2564,,0,320,FLN-GRU,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2366,JJ,4867,FLN,2555,GRU,2564,,0,320,FLN-GRU,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2367,O6,3764,FLN,2555,GRU,2564,,0,320 318,FLN-GRU,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2368,O6,3764,FLN,2555,GRU,2564,,0,320 318,FLN-GRU,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2369,O6,3764,FLN,2555,GRU,2564,,0,320 318,FLN-GRU,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2370,G3,1790,FLN,2555,POA,2599,,0,73G 738,FLN-POA,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBPA,Salgado Filho Airport,Porto Alegre,BR,11.0,-29.9944000244,-51.1713981628
2371,G3,1790,FLN,2555,POA,2599,,0,73G 738,FLN-POA,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBPA,Salgado Filho Airport,Porto Alegre,BR,11.0,-29.9944000244,-51.1713981628
2372,O6,3764,FLN,2555,POA,2599,,0,320,FLN-POA,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBPA,Salgado Filho Airport,Porto Alegre,BR,11.0,-29.9944000244,-51.1713981628
2373,O6,3764,FLN,2555,POA,2599,,0,320,FLN-POA,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBPA,Salgado Filho Airport,Porto Alegre,BR,11.0,-29.9944000244,-51.1713981628
2374,G3,1790,FLN,2555,XAP,2539,,0,73G,FLN-XAP,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBCH,Chapeco Airport,Chapeco,BR,2146.0,-27.1341991425,-52.6566009521
2375,G3,1790,FLN,2555,XAP,2539,,0,73G,FLN-XAP,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBCH,Chapeco Airport,Chapeco,BR,2146.0,-27.1341991425,-52.6566009521
2376,O6,3764,FLN,2555,XAP,2539,,0,318,FLN-XAP,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBCH,Chapeco Airport,Chapeco,BR,2146.0,-27.1341991425,-52.6566009521
2377,O6,3764,FLN,2555,XAP,2539,,0,318,FLN-XAP,SBFL,Hercilio Luz International Airport,Florianopolis,BR,16.0,-27.6702785492,-48.5525016785,SBCH,Chapeco Airport,Chapeco,BR,2146.0,-27.1341991425,-52.6566009521
2378,G3,1790,FOR,2559,BSB,2531,,0,738,FOR-BSB,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2379,G3,1790,FOR,2559,BSB,2531,,0,738,FOR-BSB,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2380,G3,1790,FOR,2559,BSB,2531,,0,738,FOR-BSB,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2381,JJ,4867,FOR,2559,BSB,2531,,0,321 319,FOR-BSB,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2382,JJ,4867,FOR,2559,BSB,2531,,0,321 319,FOR-BSB,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2383,JJ,4867,FOR,2559,BSB,2531,,0,321 319,FOR-BSB,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2384,O6,3764,FOR,2559,BSB,2531,,0,320,FOR-BSB,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2385,O6,3764,FOR,2559,BSB,2531,,0,320,FOR-BSB,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2386,O6,3764,FOR,2559,BSB,2531,,0,320,FOR-BSB,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2387,G3,1790,FOR,2559,EZE,3988,,0,738,FOR-EZE,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SAEZ,Ministro Pistarini International Airport,Ezeiza,AR,67.0,-34.8222,-58.5358
2388,G3,1790,FOR,2559,GIG,2560,,0,73G 738,FOR-GIG,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2389,G3,1790,FOR,2559,GIG,2560,,0,73G 738,FOR-GIG,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2390,G3,1790,FOR,2559,GIG,2560,,0,73G 738,FOR-GIG,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2391,JJ,4867,FOR,2559,GIG,2560,,0,320 321,FOR-GIG,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2392,JJ,4867,FOR,2559,GIG,2560,,0,320 321,FOR-GIG,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2393,JJ,4867,FOR,2559,GIG,2560,,0,320 321,FOR-GIG,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2394,O6,3764,FOR,2559,GIG,2560,,0,318,FOR-GIG,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2395,O6,3764,FOR,2559,GIG,2560,,0,318,FOR-GIG,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2396,O6,3764,FOR,2559,GIG,2560,,0,318,FOR-GIG,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458
2397,G3,1790,FOR,2559,GRU,2564,,0,738 73G,FOR-GRU,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2398,G3,1790,FOR,2559,GRU,2564,,0,738 73G,FOR-GRU,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2399,G3,1790,FOR,2559,GRU,2564,,0,738 73G,FOR-GRU,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2400,JJ,4867,FOR,2559,GRU,2564,,0,321 320,FOR-GRU,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2401,JJ,4867,FOR,2559,GRU,2564,,0,321 320,FOR-GRU,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2402,JJ,4867,FOR,2559,GRU,2564,,0,321 320,FOR-GRU,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2403,O6,3764,FOR,2559,GRU,2564,,0,320 318,FOR-GRU,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2404,O6,3764,FOR,2559,GRU,2564,,0,320 318,FOR-GRU,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2405,O6,3764,FOR,2559,GRU,2564,,0,320 318,FOR-GRU,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBGR,Guarulhos - Governador Andre Franco Montoro International Airport,Sao Paulo,BR,2459.0,-23.4355564117,-46.4730567932
2406,G3,1790,FOR,2559,SSA,2621,,0,738,FOR-SSA,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
2407,G3,1790,FOR,2559,SSA,2621,,0,738,FOR-SSA,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
2408,JJ,4867,FOR,2559,SSA,2621,,0,320,FOR-SSA,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
2409,JJ,4867,FOR,2559,SSA,2621,,0,320,FOR-SSA,SBFZ,Pinto Martins International Airport,Fortaleza,BR,82.0,-3.7762799263,-38.5326004028,SBSV,Deputado Luiz Eduardo Magalhaes International Airport,Salvador,BR,64.0,-12.9086112976,-38.3224983215
2410,G3,1790,GIG,2560,AJU,2522,,0,738 73G,GIG-AJU,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBAR,Santa Maria Airport,Aracaju,BR,23.0,-10.984000206,-37.0703010559
2411,G3,1790,GIG,2560,BEL,2526,,0,738,GIG-BEL,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859
2412,G3,1790,GIG,2560,BEL,2526,,0,738,GIG-BEL,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859
2413,JJ,4867,GIG,2560,BEL,2526,,0,320,GIG-BEL,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859
2414,JJ,4867,GIG,2560,BEL,2526,,0,320,GIG-BEL,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBE,Val de Cans/Julio Cezar Ribeiro International Airport,Belem,BR,54.0,-1.3792500496,-48.4762992859
2415,G3,1790,GIG,2560,BSB,2531,,0,738 73G,GIG-BSB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2416,G3,1790,GIG,2560,BSB,2531,,0,738 73G,GIG-BSB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2417,G3,1790,GIG,2560,BSB,2531,,0,738 73G,GIG-BSB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2418,JJ,4867,GIG,2560,BSB,2531,,0,320,GIG-BSB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2419,JJ,4867,GIG,2560,BSB,2531,,0,320,GIG-BSB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2420,JJ,4867,GIG,2560,BSB,2531,,0,320,GIG-BSB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2421,O6,3764,GIG,2560,BSB,2531,,0,318,GIG-BSB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2422,O6,3764,GIG,2560,BSB,2531,,0,318,GIG-BSB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2423,O6,3764,GIG,2560,BSB,2531,,0,318,GIG-BSB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBBR,Presidente Juscelino Kubistschek International Airport,Brasilia,BR,3497.0,-15.8691673279,-47.9208335876
2424,G3,1790,GIG,2560,CGB,2548,,0,738,GIG-CGB,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBCY,Marechal Rondon Airport,Cuiaba,BR,617.0,-15.6528997421,-56.1166992188
2425,G3,1790,GIG,2560,CGH,2618,,0,738 73G,GIG-CGH,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
2426,G3,1790,GIG,2560,CGH,2618,,0,738 73G,GIG-CGH,SBGL,Galeao - Antonio Carlos Jobim International Airport,Rio De Janeiro,BR,28.0,-22.8099994659,-43.2505569458,SBSP,Congonhas Airport,Sao Paulo,BR,2631.0,-23.6261100769,-46.6563873291
